created_at,label,category,tokenization,full_text,id_str,favorite_count,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
Fri Nov 14 04:35:03 +0000 2014,1.0,neutral,"['satu', 'orang', 'tewas', 'seret', 'banjir', 'bandang', 'di', 'sumbar', 'httptcojb1ifz5ozr']",satu orang tewas terseret banjir bandang di sumbar http tcojb1ifz5ozr,533115872588488704,0,,,in,hyung—oppa,0,0,0,https://twitter.com/specgency/status/533115872588488704,2865127157,specgency
Fri Nov 14 04:34:35 +0000 2014,1.0,neutral,"['satu', 'orang', 'tewas', 'seret', 'banjir', 'bandang', 'di', 'sumbar', 'httptco3c9facdcqv']",satu orang tewas terseret banjir bandang di sumbar http tco3c9facdcqv,533115756737613825,0,,,in,bighit,0,0,0,https://twitter.com/rapmonbts/status/533115756737613825,1523768406,rapmonbts
Fri Nov 14 04:34:35 +0000 2014,1.0,neutral,"['satu', 'orang', 'tewas', 'seret', 'banjir', 'bandang', 'di', 'sumbar', 'httptcocsq2ogowto']",satu orang tewas terseret banjir bandang di sumbar http tcocsq2ogowto,533115755693236224,0,,,in,,0,0,0,https://twitter.com/akunrpni/status/533115755693236224,2868899030,akunrpni
Fri Nov 14 04:34:35 +0000 2014,1.0,neutral,"['satu', 'orang', 'tewas', 'seret', 'banjir', 'bandang', 'di', 'sumbar', 'httptconfyg4wvv0x']",satu orang tewas terseret banjir bandang di sumbar http tconfyg4wvv0x,533115755517071360,0,,,in,Dvors;3in1;tripper,0,0,0,https://twitter.com/baerinie/status/533115755517071360,2552638255,baerinie
Fri Nov 14 04:34:35 +0000 2014,1.0,neutral,"['satu', 'orang', 'tewas', 'seret', 'banjir', 'bandang', 'di', 'sumbar', 'httptcoiho9xicnbn']",satu orang tewas terseret banjir bandang di sumbar http tcoiho9xicnbn,533115755186106368,0,,,in,ygent,0,0,0,https://twitter.com/bpjne/status/533115755186106368,2668737648,bpjne
Fri Nov 14 04:34:35 +0000 2014,1.0,neutral,"['satu', 'orang', 'tewas', 'seret', 'banjir', 'bandang', 'di', 'sumbar', 'httptcojdfybp8wsi']",satu orang tewas terseret banjir bandang di sumbar http tcojdfybp8wsi,533115753877090305,0,,,in,#DA ㅡ Amity Dorm,0,0,0,https://twitter.com/tsanays/status/533115753877090305,2616735295,tsanays
Fri Nov 14 04:34:35 +0000 2014,1.0,neutral,"['satu', 'orang', 'tewas', 'seret', 'banjir', 'bandang', 'di', 'sumbar', 'httptcou9wx5w3aa9']",satu orang tewas terseret banjir bandang di sumbar http tcou9wx5w3aa9,533115753260539905,0,,,in,,0,0,0,https://twitter.com/94sooj/status/533115753260539905,1253878040,94sooj
Fri Nov 14 04:34:34 +0000 2014,1.0,neutral,"['satu', 'orang', 'tewas', 'seret', 'banjir', 'bandang', 'di', 'sumbar', 'httptcommgy3s41pi']",satu orang tewas terseret banjir bandang di sumbar http tcommgy3s41pi,533115750785892352,0,,,in,nsfw,0,0,0,https://twitter.com/baromchrst/status/533115750785892352,2288234486,baromchrst
Fri Nov 14 04:34:33 +0000 2014,1.0,neutral,"['satu', 'orang', 'tewas', 'seret', 'banjir', 'bandang', 'di', 'sumbar', 'httptcogzqpkvaccb']",satu orang tewas terseret banjir bandang di sumbar http tcogzqpkvaccb,533115748713906176,0,,,in,,0,0,0,https://twitter.com/samdisi/status/533115748713906176,1859228994,samdisi
Fri Nov 14 04:34:32 +0000 2014,1.0,neutral,"['satu', 'orang', 'tewas', 'seret', 'banjir', 'bandang', 'di', 'sumbar', 'httptcoig09enqkpm']",satu orang tewas terseret banjir bandang di sumbar http tcoig09enqkpm,533115744637050880,0,,,in,,0,0,0,https://twitter.com/harvcto/status/533115744637050880,2587285424,harvcto
Fri Nov 14 04:34:32 +0000 2014,1.0,neutral,"['satu', 'orang', 'tewas', 'seret', 'banjir', 'bandang', 'di', 'sumbar', 'httptcoungmnkxb2i']",satu orang tewas terseret banjir bandang di sumbar http tcoungmnkxb2i,533115743865298944,0,,,in,,0,0,0,https://twitter.com/parkmnwoo/status/533115743865298944,2585934920,parkmnwoo
Fri Nov 14 04:34:32 +0000 2014,1.0,neutral,"['satu', 'orang', 'tewas', 'seret', 'banjir', 'bandang', 'di', 'sumbar', 'httptco9jhndlxzyq']",satu orang tewas terseret banjir bandang di sumbar http tco9jhndlxzyq,533115742317588480,0,,,in,89gang✌,0,0,0,https://twitter.com/ggimut/status/533115742317588480,1511992172,ggimut
Fri Nov 14 04:27:04 +0000 2014,1.0,neutral,"['satu', 'orang', 'tewas', 'seret', 'banjir', 'bandang', 'di', 'sumbar', 'okezone', 'httptcoxlsimjz9ku']",satu orang tewas terseret banjir bandang di sumbar okezone http tcoxlsimjz9ku,533113863722393600,0,,,in,Indonesia dan sekitarnya,0,0,0,https://twitter.com/Banjir/status/533113863722393600,373893878,Banjir
Fri Nov 14 04:20:20 +0000 2014,1.0,neutral,"['satu', 'orang', 'tewas', 'seret', 'banjir', 'bandang', 'di', 'sumbar', 'satu', 'orang', 'tewas', 'seret', 'banjir', 'bandang', 'yang', 'jadi', 'di', 'k', 'httptcog9llxmy5ql']",satu orang tewas terseret banjir bandang di sumbar satu orang tewas terseret banjir bandang yang terjadi di k http tcog9llxmy5ql,533112168707670016,0,,,in,"Central Java, Indonesia",0,0,0,https://twitter.com/fe_rhie/status/533112168707670016,370591384,fe_rhie
Fri Nov 14 04:18:06 +0000 2014,1.0,neutral,"['satu', 'orang', 'tewas', 'seret', 'banjir', 'bandang', 'di', 'sumbar', 'httptcovvz2qhmtyt']",satu orang tewas terseret banjir bandang di sumbar http tcovvz2qhmtyt,533111606972911617,0,,,in,,0,0,0,https://twitter.com/SUGAXTO/status/533111606972911617,2854384152,SUGAXTO
Fri Nov 14 04:11:04 +0000 2014,1.0,neutral,"['arissacahayu', 'banjir', 'bandang', 'di', 'kec', 'bonjol', 'kanagarian', 'koto', 'kaciak', 'jorong', 'lungguak', 'batu', 'pasaman', 'timur', 'sumbar', 'httptco6uyqrftzp1']",arissacahayu banjir bandang di kec bonjol kanagarian koto kaciak jorong lungguak batu pasaman timur sumbar http tco6uyqrftzp1,533109835819012096,0,https://pbs.twimg.com/media/B2XwNicCAAA-0yp.jpg,,in,"Banjarbaru, Indonesia",0,0,0,https://twitter.com/Hafil7291/status/533109835819012096,453929798,Hafil7291
Fri Nov 14 04:09:20 +0000 2014,1.0,neutral,"['satu', 'orang', 'tewas', 'seret', 'banjir', 'bandang', 'di', 'sumbar', 'httptco4el7sbbakv']",satu orang tewas terseret banjir bandang di sumbar http tco4el7sbbakv,533109401129717762,0,,,in,Indonesia,0,0,0,https://twitter.com/postingolstore/status/533109401129717762,2315014117,postingolstore
Fri Nov 14 04:09:18 +0000 2014,1.0,neutral,"['satu', 'orang', 'tewas', 'seret', 'banjir', 'bandang', 'di', 'sumbar', 'httptcofvrgrqlfld']",satu orang tewas terseret banjir bandang di sumbar http tcofvrgrqlfld,533109393055682561,0,,,in,,0,0,0,https://twitter.com/peramal_ulung/status/533109393055682561,2314937689,peramal_ulung
Fri Nov 14 04:09:14 +0000 2014,1.0,neutral,"['satu', 'orang', 'tewas', 'seret', 'banjir', 'bandang', 'di', 'sumbar', 'experiencethezone', 'httptcovap5gya0v2']",satu orang tewas terseret banjir bandang di sumbar experiencethezone http tcovap5gya0v2,533109375976480768,0,,,in,Jakarta,0,0,3,https://twitter.com/okezonenews/status/533109375976480768,47274731,okezonenews
Fri Nov 14 04:09:06 +0000 2014,1.0,neutral,"['satu', 'orang', 'tewas', 'seret', 'banjir', 'bandang', 'di', 'sumbar', 'httptcoxleiptz7ht']",satu orang tewas terseret banjir bandang di sumbar http tcoxleiptz7ht,533109341851615234,0,,,in,"bantaeng,sulawesi selatan",0,0,0,https://twitter.com/Awa_ElKira/status/533109341851615234,97582385,Awa_ElKira
Fri Nov 14 04:09:00 +0000 2014,1.0,neutral,"['satu', 'orang', 'tewas', 'seret', 'banjir', 'bandang', 'di', 'sumbar', 'httptcowconxdcr8b']",satu orang tewas terseret banjir bandang di sumbar http tcowconxdcr8b,533109318183161856,0,,,in,Indonesia,0,0,0,https://twitter.com/AndryCancer21/status/533109318183161856,221022773,AndryCancer21
Fri Nov 14 04:08:53 +0000 2014,1.0,neutral,"['satu', 'orang', 'tewas', 'seret', 'banjir', 'bandang', 'di', 'sumbar', 'httptcojahgyts754']",satu orang tewas terseret banjir bandang di sumbar http tcojahgyts754,533109285543084032,0,,,in,pati.gunungwungkal,0,0,0,https://twitter.com/riyan_bahlul/status/533109285543084032,220600637,riyan_bahlul
Fri Nov 14 04:08:47 +0000 2014,1.0,neutral,"['satu', 'orang', 'tewas', 'seret', 'banjir', 'bandang', 'di', 'sumbar', 'satu', 'orang', 'tewas', 'seret', 'banjir', 'bandang', 'yang', 'jadi', 'di', 'k', 'httptcodmbhamijjb']",satu orang tewas terseret banjir bandang di sumbar satu orang tewas terseret banjir bandang yang terjadi di k http tcodmbhamijjb,533109262562508801,0,,,in,semarang,0,0,0,https://twitter.com/game_mbel/status/533109262562508801,2541759565,game_mbel
Fri Nov 14 04:08:45 +0000 2014,1.0,neutral,"['okezone', 'satu', 'orang', 'tewas', 'seret', 'banjir', 'bandang', 'di', 'sumbar', 'satu', 'orang', 'tewas', 'seret', 'banjir', 'bandang', 'yang', 'ter', 'httptcomy6mzgbalh']",okezone satu orang tewas terseret banjir bandang di sumbar satu orang tewas terseret banjir bandang yang ter http tcomy6mzgbalh,533109255595757568,0,,,in,indonesia,0,0,0,https://twitter.com/ChirstTravel/status/533109255595757568,1672224416,ChirstTravel
Fri Nov 14 04:08:40 +0000 2014,1.0,neutral,"['satu', 'orang', 'tewas', 'seret', 'banjir', 'bandang', 'di', 'sumbar', 'satu', 'orang', 'tewas', 'seret', 'banjir', 'bandang', 'yang', 'jadi', 'di', 'k', 'httptcobycdekhsxa']",satu orang tewas terseret banjir bandang di sumbar satu orang tewas terseret banjir bandang yang terjadi di k http tcobycdekhsxa,533109231352700928,0,,,in,INDONESIA,0,0,0,https://twitter.com/BeritaNegeriIni/status/533109231352700928,2303234228,BeritaNegeriIni
Fri Nov 14 04:08:38 +0000 2014,1.0,neutral,"['satu', 'orang', 'tewas', 'seret', 'banjir', 'bandang', 'di', 'sumbar', 'satu', 'orang', 'tewas', 'seret', 'banjir', 'bandang', 'yang', 'jadi', 'di', 'k', 'httptcoacbdfsxn1i']",satu orang tewas terseret banjir bandang di sumbar satu orang tewas terseret banjir bandang yang terjadi di k http tcoacbdfsxn1i,533109224121716736,0,,,in,INDONESIA,0,0,0,https://twitter.com/BeritaNegeriIni/status/533109224121716736,2303234228,BeritaNegeriIni
Fri Nov 14 04:08:36 +0000 2014,1.0,neutral,"['satu', 'orang', 'tewas', 'seret', 'banjir', 'bandang', 'di', 'sumbar', 'httptcopqfeypgi78']",satu orang tewas terseret banjir bandang di sumbar http tcopqfeypgi78,533109216668434434,0,,,in,,0,0,0,https://twitter.com/startrex999/status/533109216668434434,2521944751,startrex999
Fri Nov 14 03:17:14 +0000 2014,1.0,neutral,"['banjir', 'bandang', 'di', 'kec', 'bonjol', 'kanagarian', 'koto', 'kaciak', 'jorong', 'lungguak', 'batu', 'pasaman', 'timur', 'sumbar', 'httptcorxtuafvffz']",banjir bandang di kec bonjol kanagarian koto kaciak jorong lungguak batu pasaman timur sumbar http tcorxtuafvffz,533096290242936832,0,https://pbs.twimg.com/media/B2XwNicCAAA-0yp.jpg,,in,bukittinggi,0,1,4,https://twitter.com/Arissacahayu/status/533096290242936832,1344460237,Arissacahayu
Fri Oct 31 15:03:17 +0000 2014,1.0,food,"['ratus', 'nasi', 'bungkus', 'serta', 'bantu', 'makan', 'lain', 'mulai', 'distribusi', 'kepada', 'koban', 'banjir', 'bandang', 'di', 'kabupaten', 'dan', 'kota', 'solok', 'sumbar']",ratusan nasi bungkus serta bantuan makanan lainnya mulai didistribusikan kepada koban banjir bandang di kabupaten dan kota solok sumbar,528200542468591616,0,,,in,"padangpanjang, SUMBAR",0,0,0,https://twitter.com/986topfm/status/528200542468591616,994246980,986topfm
Sun Aug 17 16:48:37 +0000 2014,-1.0,neutral,"['banjir', 'bc', 'lak', 'rt', 'afifahdwiputrii', 'bikin', 'panik', 'antero', 'sumbar', 'tau', 'kabur', 'ke', 'bandung', 'ababil', 'mah', 'gitu']",banjir bc lak rt afifahdwiputrii bikin panik seantero sumbar taunya kabur ke bandung ababil mah gitu,501047961447444480,0,,,in,Bukittinggi-Sumatera Barat,0,0,0,https://twitter.com/De_Sickness/status/501047961447444480,233943348,De_Sickness
Thu Apr 24 18:39:08 +0000 2014,1.0,neutral,"['sumatra', 'barat', 'banjir', 'bandang', 'senja', 'tadi', 'di', 'nagari', 'ladang', 'panjang', 'kec', 'tigo', 'nagari', 'kab', 'pasaman', 'sumbar3', 'httptcohghqso7x3f']",sumatra barat banjir bandang senja tadi di nagari ladang panjang kec tigo nagari kab pasaman sumbar 3 http tcohghqso7x3f,459401169165492224,0,,,in,,0,0,0,https://twitter.com/bangKAMPAR/status/459401169165492224,1686009811,bangKAMPAR
Thu Apr 24 15:57:16 +0000 2014,1.0,neutral,"['banjir', 'bandang', 'senja', 'tadi', 'di', 'nagari', 'ladang', 'panjang', 'kec', 'tigo', 'nagari', 'kab', 'pasaman', 'sumbar', '3', 'jiwa', 'dperkirakn', 'msh', 'tertimbunhanyutindrajpiliang']",banjir bandang senja tadi di nagari ladang panjang kec tigo nagari kab pasaman sumbar 3 jiwa dperkirakn msh tertimbunhanyut indrajpiliang,459360431480397825,0,,,in,NKRI,0,0,0,https://twitter.com/MuhardiKotoUncu/status/459360431480397825,1152904686,MuhardiKotoUncu
Thu Apr 24 15:47:35 +0000 2014,1.0,neutral,"['banjir', 'bandang', 'senja', 'tadi', 'di', 'nagari', 'ladang', 'panjang', 'kec', 'tigo', 'nagari', 'kab', 'pasaman', 'sumbar', '3', 'jiwa', 'kira', 'masih', 'timbun', 'atau', 'hanyut']",banjir bandang senja tadi di nagari ladang panjang kec tigo nagari kab pasaman sumbar 3 jiwa diperkirakan masih tertimbun atau hanyut,459357995583819776,0,,,in,Padang Panjang - Sumbar,0,0,3,https://twitter.com/taganapdpanjang/status/459357995583819776,598904150,taganapdpanjang
Wed Mar 12 09:47:57 +0000 2014,1.0,neutral,"['ketika', 'aceh', 'landa', 'tsunami', 'sumbar', 'landa', 'gempa', 'lampung', 'perang', 'rebut', 'lahan', 'manado', 'banjir', 'bandang', 'pulau', 'httptcooz31mobw3k']",ketika aceh dilanda tsunami sumbar dilanda gempa lampung perang perebutan lahan manado banjir bandang pulau http tcooz31mobw3k,443684815548588032,0,,,in,Indonesia,0,0,0,https://twitter.com/LianaBCP/status/443684815548588032,282114796,LianaBCP
Mon Feb 24 09:43:56 +0000 2014,1.0,neutral,"['jembatan', 'batu', 'badukung', 'lembah', 'ana', 'sumbar', 'runtuh', 'gerus', 'banjir', 'bandang', '1900', 'nandaelin', 'syilvia adryani', 'httptco4b72iastih']",jembatan batu badukung lembah anai sumbar runtuh tergerus banjir bandang 1900 nandaelin syilvia_adryani http tco4b72iastih,437885597152055296,0,https://pbs.twimg.com/media/BhOuoVoCcAAKW9y.jpg,,in,,0,0,0,https://twitter.com/minangkabauku/status/437885597152055296,424893153,minangkabauku
Fri Feb 14 03:34:16 +0000 2014,1.0,neutral,"['added', 'video', 'youtube', 'playlist', 'httptco5vhu14c7nh', 'rekam', 'video', 'amatir', 'detik', 'detik', 'banjir', 'bandang', 'terjang', 'sumbar']",added video youtube playlist http tco5vhu14c7nh rekaman video amatir detik detik banjir bandang terjang sumbar,434168688082558976,0,,,in,indonesia,0,0,0,https://twitter.com/infotube99/status/434168688082558976,1339485534,infotube99
Mon Jan 20 05:24:30 +0000 2014,1.0,neutral,"['detik', 'detik', 'banjir', 'bandang', 'terjang', 'sumbar', 'mediaindonesiatv', 'httptcoygozyxxkg1', 'via', 'youtube']",detik detik banjir bandang terjang sumbar mediaindonesiatv http tcoygozyxxkg1 via youtube,425136731965247488,0,,,in,Indonesia,0,0,0,https://twitter.com/WorldToShare/status/425136731965247488,147119496,WorldToShare
Sun Jan 19 03:47:49 +0000 2014,1.0,neutral,"['mana', 'banjir', 'bandang', 'nesiaecy', 'aia unand', 'sumbar', 'kembali', 'duka', 'telah', 'jadi', 'banjir', 'bndang', 'httptcoqpyunqviz7']",dimana banjir bandang nesiaecy aia_unand sumbar kembali berduka telah terjadi banjir bndang http tcoqpyunqviz7,424750013168623616,0,,,in,"ÜT: -0.940536,100.365681",0,0,0,https://twitter.com/fajmaa/status/424750013168623616,262058769,fajmaa
Sat Jan 18 19:38:38 +0000 2014,1.0,neutral,"['rekam', 'video', 'amatir', 'detik', 'detik', 'banjir', 'bandang', 'terjang', 'sumbar', 'httptco5vhu14c7nh', 'via', 'youtube']",rekaman video amatir detik detik banjir bandang terjang sumbar http tco5vhu14c7nh via youtube,424626905396936704,0,,,in,indonesia,0,0,0,https://twitter.com/infotube99/status/424626905396936704,1339485534,infotube99
Sat Jan 18 07:37:05 +0000 2014,1.0,neutral,"['vide', 'amatir', 'detik', 'detik', 'banjir', 'bandang', 'terjang', 'sumbar', 'httptcoh2orjyjjm2', 'via', 'youtube']",vide amatir detik detik banjir bandang terjang sumbar http tcoh2orjyjjm2 via youtube,424445322920996864,0,,,in,"DKI Jakarta, Indonesia",0,0,0,https://twitter.com/ESACEboutique_/status/424445322920996864,1245988740,ESACEboutique_
Sat Jan 18 06:52:44 +0000 2014,1.0,neutral,"['hamdanus', 'banjir', 'bandang', 'di', 'kabupaten', 'pesisir', 'selatan', 'sumbar', 'akibat', 'lebih', 'dari', '450', 'rumah', 'warga', 'dan', 'ratus', 'hektar', 'sawah', 'rusak']",hamdanus banjir bandang di kabupaten pesisir selatan sumbar mengakibatkan lebih dari 450 rumah warga dan ratusan hektar sawah rusak,424434161504374784,0,,,in,Sumatera Barat,0,0,0,https://twitter.com/Hamdanus33/status/424434161504374784,1069435519,Hamdanus33
Fri Jan 17 23:35:14 +0000 2014,1.0,neutral,"['saya', 'tambah', 'video', 'ke', 'daftar', 'putar', 'youtube', 'httptcoq2svrbqsml', 'video', 'dahsyat', 'banjir', 'bandang', 'di', 'sumbar']",saya menambahkan video ke daftar putar youtube http tcoq2svrbqsml video dahsyatnya banjir bandang di sumbar,424324061347721216,0,,,in,"Demak, Karanganyar",0,0,0,https://twitter.com/mbs09rezal/status/424324061347721216,1463976138,mbs09rezal
Fri Jan 17 23:28:24 +0000 2014,1.0,neutral,"['video', 'dahsyat', 'banjir', 'bandang', 'di', 'sumbar', 'httptcoq2svrbqsml', 'lalu', 'youtube']",video dahsyatnya banjir bandang di sumbar http tcoq2svrbqsml melalui youtube,424322343239155712,0,,,in,"Demak, Karanganyar",0,0,0,https://twitter.com/mbs09rezal/status/424322343239155712,1463976138,mbs09rezal
Fri Jan 17 21:17:54 +0000 2014,1.0,neutral,"['liked', 'youtube', 'video', 'seputarnews', 'httptcokw31s2wvqa', 'rekam', 'video', 'amatir', 'detikdetik', 'banjir', 'bandang', 'terjang', 'sumbar']",liked youtube video seputarnews http tcokw31s2wvqa rekaman video amatir detikdetik banjir bandang terjang sumbar,424289500056276992,0,,,in,Jakarta,0,0,0,https://twitter.com/randyhartono/status/424289500056276992,111861155,randyhartono
Fri Jan 17 04:17:00 +0000 2014,1.0,neutral,"['video', 'banjir', 'bandang', 'di', 'sumbar', 'ratus', 'hektare', 'sawah', 'rusak', 'rugi', 'akibat', 'banjir', 'bandang', 'ini', 'kira', 'httptcooenc0ss86a']",video banjir bandang di sumbar ratusan hektare sawah rusak kerugian akibat banjir bandang ini diperkirakan http tcooenc0ss86a,424032582280298496,0,,,in,"Jambi,indonesia",0,0,0,https://twitter.com/andree_black/status/424032582280298496,613479803,andree_black
Fri Jan 17 04:16:59 +0000 2014,1.0,neutral,"['teamautofollow', 'video', 'banjir', 'bandang', 'di', 'sumbar', 'ratus', 'hektare', 'sawah', 'rusak', 'rugi', 'akibat', 'banj', 'httptcodhskacrqlv', 'openfollow']",teamautofollow video banjir bandang di sumbar ratusan hektare sawah rusak kerugian akibat banj http tcodhskacrqlv openfollow,424032577276489728,0,,,in,Indonesia,0,0,1,https://twitter.com/AElmosta/status/424032577276489728,1067441748,AElmosta
Fri Jan 17 04:16:57 +0000 2014,1.0,neutral,"['video', 'banjir', 'bandang', 'di', 'sumbar', 'ratus', 'hektare', 'sawah', 'rusak', 'httptcovkwjzl5cow']",video banjir bandang di sumbar ratusan hektare sawah rusak http tcovkwjzl5cow,424032571131842560,0,,,in,"ÜT: -6.380612,106.847815",0,0,0,https://twitter.com/koting_kerok/status/424032571131842560,91072137,koting_kerok
Fri Jan 17 04:16:43 +0000 2014,1.0,neutral,"['sesegukan', 'rt', 'ayahmalika', 'cc', 'jeronaja', 'rt', 'vivanews', 'video', 'banjir', 'bandang', 'di', 'sumbar', 'ratus', 'hektare', 'sawah', 'rusak', 'httptco03qx4l1rbv']",sesegukan rt ayahmalika cc jeronaja rt vivanews video banjir bandang di sumbar ratusan hektare sawah rusak http tco03qx4l1rbv,424032511333638144,1,,,in,Jekardah,0,1,0,https://twitter.com/jeronaja/status/424032511333638144,238593576,jeronaja
Fri Jan 17 04:16:30 +0000 2014,1.0,neutral,"['video', 'banjir', 'bandang', 'di', 'sumbar', 'ratus', 'hektare', 'sawah', 'rusak', 'rugi', 'akibat', 'banjir', 'bandang', 'ini', 'kira', 'httptco0isytw57jd']",video banjir bandang di sumbar ratusan hektare sawah rusak kerugian akibat banjir bandang ini diperkirakan http tco0isytw57jd,424032457835286529,0,,,in,Indonesia,0,0,0,https://twitter.com/ChristianPutraP/status/424032457835286529,925199623,ChristianPutraP
Fri Jan 17 04:16:26 +0000 2014,1.0,neutral,"['video', 'banjir', 'bandang', 'di', 'sumbar', 'ratus', 'hektare', 'sawah', 'rusak', 'httptcovshmiurphz']",video banjir bandang di sumbar ratusan hektare sawah rusak http tcovshmiurphz,424032441523634176,0,,,in,,0,0,0,https://twitter.com/ujang_bae1/status/424032441523634176,1893252624,ujang_bae1
Fri Jan 17 04:16:10 +0000 2014,1.0,neutral,"['video', 'banjir', 'bandang', 'di', 'sumbar', 'ratus', 'hektare', 'sawah', 'rusak', 'rugi', 'akibat', 'banjir', 'bandang', 'ini', 'diperki', 'httptcodygo4cfwuf', 'news']",video banjir bandang di sumbar ratusan hektare sawah rusak kerugian akibat banjir bandang ini diperki http tcodygo4cfwuf news,424032371432648704,0,,,in,Malang,0,0,0,https://twitter.com/AldyKpranata/status/424032371432648704,628210992,AldyKpranata
Fri Jan 17 04:15:48 +0000 2014,1.0,neutral,"['video', 'banjir', 'bandang', 'di', 'sumbar', 'ratus', 'hektare', 'sawah', 'rusak', 'rugi', 'akibat', 'banjir', 'bandang', 'ini', 'kira', 'httptcopm28li5xmq']",video banjir bandang di sumbar ratusan hektare sawah rusak kerugian akibat banjir bandang ini diperkirakan http tcopm28li5xmq,424032279514447873,0,,,in,Jambi ( Indonesia ),0,0,0,https://twitter.com/iluuuy/status/424032279514447873,1336493402,iluuuy
Fri Jan 17 04:14:22 +0000 2014,1.0,neutral,"['video', 'banjir', 'bandang', 'di', 'sumbar', 'ratus', 'hektare', 'sawah', 'rusak', 'httptcov2w7q1sagg']",video banjir bandang di sumbar ratusan hektare sawah rusak http tcov2w7q1sagg,424031919676727296,0,,,in,He/Him  |   23+,0,0,0,https://twitter.com/Nuevilete/status/424031919676727296,997062961,Nuevilete
Fri Jan 17 04:14:22 +0000 2014,1.0,neutral,"['video', 'banjir', 'bandang', 'di', 'sumbar', 'ratus', 'hektare', 'sawah', 'rusak', 'httptcoovxjinw9ms']",video banjir bandang di sumbar ratusan hektare sawah rusak http tcoovxjinw9ms,"4,24032E+17",0,,,in,kr,0,0,0,https://twitter.com/sulliwatt/status/424031918854656000,1867174418,sulliwatt
Fri Jan 17 04:14:11 +0000 2014,1.0,neutral,"['video', 'banjir', 'bandang', 'di', 'sumbar', 'ratus', 'hektare', 'sawah', 'rusak', 'httptco71mubkbpy7']",video banjir bandang di sumbar ratusan hektare sawah rusak http tco71mubkbpy7,424031874584178688,0,,,in,,0,0,0,https://twitter.com/fntna/status/424031874584178688,251586988,fntna
Fri Jan 17 04:14:10 +0000 2014,1.0,neutral,"['video', 'banjir', 'bandang', 'di', 'sumbar', 'ratus', 'hektare', 'sawah', 'rusak', 'httptcowisaetakk2']",video banjir bandang di sumbar ratusan hektare sawah rusak http tcowisaetakk2,424031869517045761,0,,,in,Indonesia,0,0,0,https://twitter.com/ArdanNews/status/424031869517045761,1434466604,ArdanNews
Fri Jan 17 04:14:10 +0000 2014,1.0,neutral,"['vivanews', 'video', 'banjir', 'bandang', 'di', 'sumbar', 'ratus', 'hektare', 'sawah', 'rusak', 'httptcoylu8oe6qff', 'beritarss']",vivanews video banjir bandang di sumbar ratusan hektare sawah rusak http tcoylu8oe6qff beritarss,424031868191649792,0,,,in,Dunia Maya,0,0,0,https://twitter.com/BeritaRSS/status/424031868191649792,2229796537,BeritaRSS
Fri Jan 17 04:14:08 +0000 2014,1.0,neutral,"['video', 'banjir', 'bandang', 'di', 'sumbar', 'ratus', 'hektare', 'sawah', 'rusak', 'httptcoevccb7ihwn']",video banjir bandang di sumbar ratusan hektare sawah rusak http tcoevccb7ihwn,424031859098800128,0,,,in,"Bogor, Indonesia",0,0,0,https://twitter.com/abu_herball/status/424031859098800128,1732139479,abu_herball
Fri Jan 17 04:13:45 +0000 2014,1.0,neutral,"['video', 'banjir', 'bandang', 'di', 'sumbar', 'ratus', 'hektare', 'sawah', 'rusak', 'rugi', 'akibat', 'banjir', 'bandang', 'ini', 'kira', 'httptcocgyuhln7by']",video banjir bandang di sumbar ratusan hektare sawah rusak kerugian akibat banjir bandang ini diperkirakan http tcocgyuhln7by,424031766718869504,0,,,in,bandung,0,0,0,https://twitter.com/bdg_infomedia/status/424031766718869504,620246519,bdg_infomedia
Fri Jan 17 04:13:34 +0000 2014,1.0,neutral,"['sekedarinfo', 'news', 'video', 'banjir', 'bandang', 'di', 'sumbar', 'ratus', 'hektare', 'sawah', 'rusak', 'rugi', 'akibat', 'ban', 'httptcofoqsukwjrf', 'berita']",sekedarinfo news video banjir bandang di sumbar ratusan hektare sawah rusak kerugian akibat ban http tcofoqsukwjrf berita,424031716563374080,0,,,in,"Bandung, Jawa Barat",0,0,0,https://twitter.com/ALDIGA_Shop/status/424031716563374080,273808177,ALDIGA_Shop
Fri Jan 17 01:00:21 +0000 2014,1.0,neutral,"['banjir', 'bandang', 'di', 'menado', 'sulawesi', 'selatan', 'di', 'sumbar', 'ah', 'sabung', 'aja', 'lom', 'nengok', 'lagi', 'pusing', 'liat', 'emak', 'ngomel', 'di', 'instagram', 'kayak']",banjir bandang di menado sulawesi selatan di sumbar ah sinabung aja lom nengok lagi pusing liat emak ngomel di instagram kayaknya,423983094165540864,0,,,in,Rock n Roll Di Jalanan,0,0,0,https://twitter.com/kangjaill/status/423983094165540864,383712645,kangjaill
Fri Jan 17 00:34:52 +0000 2014,1.0,neutral,"['sedih', 'ya', 'bu', 'l', 'lenamukti', 'doddytatipang', 'pagi', 'bung', 'banjir', 'bandang', 'manado', 'masih', 'sisa', 'sedih', 'sudah', 'jadi', 'lagi', 'di', 'sumbar']",sedih ya bu l lenamukti doddytatipang pagi bung banjir bandang manado masih menyisakan sedih sudah terjadi lagi di sumbar,423976680764350464,0,,,in,"Jakarta Capital Region, Indone",0,1,0,https://twitter.com/doddyjete/status/423976680764350464,58413243,doddyjete
